id,id_post,texto,date,likes,comments,shares,reactions,url_post
21,298240204221740,FORTNITE habilita desafíos para regalar pase de batalla temporada 8,1.55015e+009,2,0,0,,https://facebook.com/FortniteCbia/posts/298240204221740
22,297817830930644,Fortnite retrasa la actualización que tenia para San Valentín, tendrá algo que ver con la llegada de APEX LEGENDS,1.55007e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/297817830930644
23,297511677627926,Vienen cambios importantes con la actualización del 13 de febrero en Fortnite. No olviden apoyar en la tienda para que les regalen un diseño para armas y vehículos. También viene la última llave de la skin del prisionero.,1.55e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/297511677627926
24,292603854785375,Ya vieron la skin oculta de la temporada, cortesía de ByNer https://youtu.be/OcVdrDuxoPw

YOUTUBE.COM
??CLIP de la SKIN OCULTA *El PRISIONERO* FORTNITE [TEMPORADA 7],1.54896e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/292603854785375
25,277502882962139,A todos esos gamers que faltando 10 minutos para Navidad están jugando, son de los mios, Feliz Navidad.

Navidad,1.54571e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/277502882962139
26,275526476493113,Se vienen 14 días especiales en Fortnite https://www.epicgames.com/fortnite/es-ES/news/14-days-of-fortnite

EPICGAMES.COM
14 días de Fortnite,1.54525e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/275526476493113
27,271728600206234,Se viene algo nuevo en Fortnite, salva el mundo
https://www.instagram.com/p/BrOHAgIArPX/?utm_source=ig_share_sheet&igshid=hdji9dfhrmgx,1.54448e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/271728600206234
28,270001090378985,Finalmente llegó la temporada 7
https://youtu.be/FCY0sfMU6Ss

YOUTUBE.COM
Resumen del pase de batalla de la temporada 7 de Fortnite,1.54412e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/270001090378985
29,269581657087595,Solo falta 1 día para la nueva temporada de fortnite, nieve y nuevas skin.
https://www.instagram.com/p/BrA2Wbmjmpj/?utm_source=ig_share_sheet&igshid=1xilibs8n82y9,1.54403e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/269581657087595
30,268831580495936,Ya llega la nueva temporada, nuevas skins, cambios en el mapa, se aproxima en iceberg.
https://www.instagram.com/p/Bq7i6VfDsFY/?utm_source=ig_share_sheet&igshid=lpk33f10z88i,1.54386e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/268831580495936
31,261520611227033,Unos Tips para mejorar...

https://youtu.be/BpZ9VkBs-jI

YOUTUBE.COM
50 TIPS para MEJORAR en FORTNITE (SEASON 6),1.54214e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/261520611227033
32,261468537898907,Según Microsoft se va a habilitar el uso del teclado y del mouse para jugar en el X-box One, para los que dicen que los que juegan en computador son más rápidos que los que juegan con mando.??,1.54212e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/261468537898907
33,253268672052227,,1.53988e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/253268672052227
34,252647138781047,Esto es muy importante https://youtu.be/lxbekcZfUTQ

YOUTUBE.COM
¡¡¡ESTO ES MUY GRAVE!!! - Hardmurdog - Noticias - Sony - Ps4 - 2018 - Español,1.5397e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/252647138781047
35,2108622939401944,Cunado empecé ajugar Fortnite, que llevo muy poco la verdad, en esta jugada tuve surte con las granadas.,1.53755e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/2108622939401944
36,245709762808118,,1.53755e+009,0,0,0,,https://facebook.com/FortniteCbia/posts/245709762808118
37,245703869475374,,1.53754e+009,2,0,0,,https://facebook.com/FortniteCbia/posts/245703869475374
